fein	filing_date	stmt_of_purpose
274413796	2018-08-17	SLAUGHTERHOUSE DERBY GIRLS LEAGUE IS A SKATER-MANAGED ORGANIZATION DEDICATED TO DEVELOPING AND PROMOTING THE AMATEUR SPORT OF WOMEN S ROLLER DERBY. THE LEAGUE ACCOMPLISHES THIS THROUGH TRAINING SKATERS FOR LOCAL, INTER-LEAGUE AND NATIONAL COMPETITION AND PARTNERING WITH INTERNATIONAL LEAGUES. SLAUGHTERHOUSE SUPPORTS OUR COMMUNITY THROUGH VOLUNTEERISM AND SERVICE. WE PROMOTE AND EDUCATE SKATERS TO BECOME FUTURE LEADERS IN THE COMMUNITY BY FOCUSING ON EMPOWERING THEM TO HAVE POSITIVE SELF-IMAGE, WHICH MAKES OUR SKATERS GREAT ROLE MODELS FOR FOLLOWING GENERATIONS. SLAUGHTERHOUSE ALSO WORKS AT PROVIDING A SAFE AND ENCOURAGING PLACE FOR JUNIORS TO DEVELOP STRONG PERSONAL TRAITS THAT WILL BENEFIT THEM AND OUR COMMUNITY.
841072472	2017-05-18	THE WRAY REHABILITATION AND ACTIVITIES CENTER, INC. (WRAC) IS A 501(C)3 NON-PROFIT EXERCISE AND RESTORATIVE HEALTH FACILITY, LOCATED IN NORTHEAST COLORADO.  OUR MISSION IS TO IMPROVE AND MAINTAIN THE PHYSCIAL, MENTAL AND SOCIAL HEALTH OF PEOPLE OF ALL AGES.  IN 2015 THE WRAC LOGGED OVER 50,000 VISITS TO THE CENTER BY THE OVER 800 MEMBERS AND THE ADDITIONAL FACILITY USERS.
824774597	2018-04-06	PINYON SONG IS A WALDORF-INSPIRED, NATURE-BASED EARLY CHILDHOOD PROGRAM THAT WILL ENCOMPASS NOURISHING THE SENSES, IMAGINATIVE PLAY, ARTISTIC ACTIVITIES, MUSIC, IMITATION OF MEANINGFUL ADULT WORK, AND IS DEDICATED TO PROTECTING CHILDHOOD.  PINYON SONG SEEKS TO ESTABLISH A NATURE-BASED LEARNING ENVIRONMENT FOR CHILDREN.  TO SATRT WITH,  WE WILL BE ABLE TO OFFER CHILDCARE FOR 15 CHILDREN FROM THE AGE OF 2.5 TO 6 YEARS PER SCHOOL YEAR. ANOTHER 15 CHILDREN PER MONTH IN SUMMER WILL BE OFFERED A NATURED-BASED SUMMER LEARNING PROGRAM. AGAIN AVAILABLE FOR CHILDREN FROM 2.5-6 YEARS OF AGE.
841235728	2018-04-17	CCU ENDOWMENT FOUNDATION, A COLORADO NONPROFIT CORPORATION, IS ORGANIZED EXCLUSIVELY FOR THE BENEFIT OF, TO PERFORM THE FUNCTIONS OF, TO CARRY OUT THE PURPOSES OF AND/OR MAKE DISTRIBUTIONS TO OR ON BEHALF OF COLORADO CHRISTIAN UNIVERSITY
202040957	2018-08-06	PLANNING AND BUILDING A LAKESIDE MEMORIAL PARK TO CELEBRATE FREEDOM AND TO COMMEEMORATE THE PERSONAL SACRIFICIES OF THE MEN AND WOMEN WHO HAVE SERVED IN THE ARMED FORCES OF THE US AND THE EMERGENCY SERVICES OF EAGLE COUNTY, CO.
462896595	2018-01-11	PURPOSE IS FOR CHARITABLE AND EDUCATIONAL PURPOSES, MORE SPECIFICALLY TO ENHANCE THE HEALTH AND WELFARE OF THE GENERAL PUBLIC BY ENCOURAGING, ORGANIZING AND PROMOTING ITS PARTICIPATION IN THE SPORT OF PICKLEBALL IN STEAMBOAT SPRINGS, CO AND THE SURROUNDING REGION. THE ORGANIZATIONAL MISSION IS TO FOSTER PARTICIPATION IN LOCAL AMATEUR PICKLEBALL COMPETITIONS AND TO REDUCE THE BURDEN OF LOCAL GOVERNMENT BY FOSTERING THESE ACTIVITIES. THIS MISSION INCLUDES THE ORGANIZATION AND MANAGEMENT OF LOCAL, REGIONAL AND OTHER ASSORTED PICKLEBALL TOURAMENTS. THE ORGANIZATION SERVES THE GENERAL POPULATION, LOCAL SCHOOLS, LOCAL AND REGIONAL CHARITABLE ORGANIZATIONS INVOLVED IN EDUCATION AND PROVIDING RECREATIONAL ACTIVITIES TO UNDERPRIVILEGED CHILDREN AND YOUNG ADULTS AS WELL AS THE SENIOR CITIZEN POPULATION. RESULTS INCLUDE ENHANCED HEALTH AND MOBILITY FOR SENIORS AND OTHERS AS WELL AS ENJOYABLE ACTIVITIES FOR CHILDREN AND ADULTS.
463204947	2018-02-01	STEP-UP WILL PROVIDE SUPPORT FOR THE LAS ANIMAS COUNTY DISTRICT COURT TRUANCY PREVENTION PROGRAM AND GED PROGRAM. THESE PROGRAMS PROMOTE SCHOOL ATTENDANCE, COMPLETION OF GED REQUIREMENTS AND ENCOURAGE FURTHER EDUCATION. STUDENTS WHO SUCCESSFULLY OBTAIN THEIR EDUCATION THROUGH THE TRUANCY OR GED PROGRAM ARE STATISTICALLY LESS LIKELY TO BECOME INVOLVED IN THE CRIMINAL JUSTICE SYSTEM AND MORE LIKELY TO BE SUCCESSFUL, PRODUCTIVE MEMBERS IN THEIR COMMUNITY. THROUGH THE EMPOWERMENT OF EDUCATION, STUDENTS CAN OBTAIN THE KNOWLEDGE NECESSARY TO ACHIEVE SELF-EFFICACY AND ACHIEVE POSITIVE GOALS. INITIALLY 60 PARTICIPANTS PER YEAR ARE ANTICIPATED.
846036242	2018-03-23	THE ORGANIZATION'S PRIMARY PURPOSE IS TO ALLOCATE GRANTS TO WORTHY CHARITIES IN THE LOCAL AREA, BASED UPON INVESTIGATIONS ETC BY THE FOUNDATION TRUSTEES.
383700853	2018-04-12	DANSE ETOILE BALLET'S COMPANY IS DEDICATED TO PRODUCING QUALITY ARTISTIC PERFORMANCES, PROGRAMS AND INSTRUCTION WHICH WILL FOSTER ACCESS TO, AND APPRECIATION OF DANCE AND THEATRE FOR NEW AUDIENCES. OUR MISSION IS ALSO ABOUT BUILDING SELF-ESTEEM THROUGH HARD WORK, LEARNING SELF-DISCIPLINE, RESPONSIBILITY AND COMMITMENT AND THE VALUE OF WORKING AS PART OF A LARGER COMMUNITY.   DANSE ETOILE GIVES YOUNG DANCERS THE OPPORTUNITY TO GAIN PROFESSIONAL PERFORMANCE EXPERIENCE. UNLIKE A TRADITIONAL SCHOOL OF DANCE WHERE DANCERS TRAIN ALL YEAR ONLY TO PERFORM A RECITAL AT THE CONCLUSION OF CLASSES, DANSE ETOILE BALLET DANCERS WORK ON CONTINUOUS PROJECTS TO BE PERFORMED FOR THE COMMUNITY.  BOTH THE YOUNG DANCERS AND THE COMMUNITY BENEFIT. THE DANCERS  PERFORMANCES INSPIRE AND ENTERTAIN THE COMMUNITY, AS WELL AS EDUCATE AND DEVELOP A DEEPER APPRECIATION OF THE ARTS. THE COMMUNITY, AS A WHOLE, HAS THE OPPORTUNITY TO RECOGNIZE THE TALENTS OF YOUNG ARTISTS IN THE BOULDER AREA.  DANSE ETOILE PERFORMS CLASSICAL AND CONTEMPORARY REPERTOIRE, RUSSIAN FOLKDANCE AND COLLABORATES WITH YOUTH MUSICIANS AND THEATRE STUDENTS. THIS ALLOWS YOUTH TO PROVIDE AN OUTLET FOR THEIR TALENTS AND CREATES THE CHANCE TO BE AN INTEGRAL PART OF EDUCATING THE COMMUNITY ABOUT THE ARTS.   WE ARE SERVING MAINLY BOULDER COUNTY AND BROOMFIELD COUNTY CITIZENS. WE OFFERING FREE PERFORMANCES AND OUTREACHES TO SCHOOLS ABOUT 3000 CHILDREN EACH YEAR AND 1000 ELDERLY PEOPLE A YEAR. PLUS LOW INCOME FAMILIES. WE PROVIDE SCHOLARSHIPS TO STUDENTS IN NEED (ABOUT 4 A YEAR).
470919769	2018-05-09	STEPPING STONES OF WINDSOR, FOUNDED IN 2004, IS A FAITH-BASED NON-PROFIT CORPORATION DEDICATED TO CONNECTING PEOPLE WITH RESOURCES TO IMPROVE THEIR QUALITY OF LIFE.  WE OFFER EMERGENCY ASSISTANCE TO PEOPLE IN THE WINDSOR/SEVERANCE SCHOOL DISTRICT WHO HAVE RECEIVED AN EVICTION AND/OR UTILITY SHUT-OFF NOTICE.  WE CAN ALSO ASSIST WITH FIRST MONTHS RENT, AFTER THE CLIENT HAS PAID ALL DEPOSIT FEES.  IN 2015, WE ASSISTED 210 INDIVIDUALS, THIS INCLUDED 105 CHILDREN UNDER AGE 18.
841490194	2018-06-27	THE MONARCH BOOSTER CLUB IS A VOLUNTEER ORGANIZATION OF PARENTS THAT WORKS TO SUPPORT ALL STUDENTS, ACTIVITIES, AND ATHLETIC PROGRAMS AT MONARCH.   WE SERVE 1800 STUDENTS AND THEIR FAMILIES AT OUR LOCAL HIGH SCHOOL.  WE PUBLISH A WEEKLY EMAIL NEWSLETTER AND HAVE MONTHLY MEETINGS.  WE ARE ABLE TO PROVIDE EQUIPMENT AND SUPPLIES TO OVER 100 CLUB/SPORTS.  WE ARE A 501(C)1 ORGANIZATION. WE ARE A NON FOR PROFIT ORGANIZATION.
462223815	2018-08-09	THE MISSION OF THE LIVING AND DYING CONSCIOUSLY PROJECT IS TO HELP INDIVIDUALS LIVE CONSCIOUSLY THROUGH ALL OF LIFE'S TRANSITIONS.  OUR GOAL IS THE DEVELOPMENT OF A CONSCIOUS COMMUNITY OF TEACHERS, EDUCATIONAL MATERIALS AND A WEBSITE TO HELP ALL PERSONS INVOLVED IN THE DYING PROCESS, NOT ONLY THE INDIVIDUAL WHO IS DYING, BUT ALSO FAMILY MEMBERS, FRIENDS, CAREGIVERS AND MEDICAL SUPPORT STAFF.
840788093	2018-08-28	SPRING INSTITUTE'S MISSION IS TO EMPOWER PEOPLE AND ORGANIZATIONS TO SUCCEED ACROSS LANGUAGES AND CULTURES.
840941363	2018-01-18	IT IS OUR INTENT THAT THE PURPOSES OF THIS CORPORATION SHALL INCLUDE THE CONDUCT OF SUCH SCIENTIFIC, EDUCATIONAL, AND CHARITABLE PROGRAMS, AS PERMITTED UNDER IRC 501(C)(3), WHICH MAY INCLUDE;  THE DISTRIBUTION OF FUNDS FOR THE FURTHERANCE OF OTHER PROGRAMS OF MEDICAL EDUCATION OR MEDICAL RESEARCH AND THE DISTRIBUTION OF STUDENT LOAN FUNDS TO MEDICAL STUDENTS AND OTHERS ENGAGED IN THE STUDY OF MEDICINE AND OTHER RELATED SCIENTIFIC FIELDS.
841514642	2017-08-11	REBUILDING TOGETHER METRO DENVER AND ITS NETWORK OF SPONSORS AND VOLUNTEERS PROVIDE CRUCIAL HOME REPAIRS, SAFETY MODIFICATIONS AND ENERGY EFFICIENCY UPGRADES TO QUALIFIED HOMEOWNERS AND COMMUNITY CENTERS IN NEED.
510152778	2017-11-08	THE OBJECTS AND PURPOSES OF THE CHORALE SHALL BE TO PRESENT TO CITIZENS OF EVERGREEN AND THE SURROUNDING COMMUNITIES, CHORAL MUSIC AND MUSICAL THEATER OF HIGH QUALITY AND GENERAL INTEREST, AT REASONABLE COST; TO MAINTAIN AND CONTINUE TO IMPROVE ITS HISTORIC CENTER STAGE FACILITY AS A COMMUNITY RESOURCE FOR ARTISTIC AND CULTURAL PRESENTATIONS BY THE EVERGREEN CHORALE AND OTHER COMMUNITY ARTS AND PHILANTHROPIC ORGANIZATIONS; TO CONTINUE ITS LONG TRADITION OF STRONG SUPPORT AND LEADERSHIP TO THE EVERGREEN AREA ARTS COMMUNITY; TO SUPPORT AND NURTURE APPRECIATION FOR AND EDUCATION IN MUSIC AND THE OTHER ARTS FOR CITIZENS OF EVERGREEN AND THE SURROUNDING COMMUNITIES; AND TO OFFER ITS MEMBERS THE OPPORTUNITY TO LEARN CHALLENGING AND REWARDING MUSIC IN A FRIENDLY AND SOCIABLE ENVIRONMENT. (ARTICLE 2 OF THE EVERGREEN CHORALE BYLAWS)
840617651	2018-02-16	OUR ORGANIZATION IS A 501(C)(3) PUBLIC CHARITY.  WE PREPARE AND DELIVER MEALS TO SENIORS AND OTHERS IN NEED PRIMARILY IN SOUTH JEFFERSON AND ARAPAHOE COUNTIES.  OUR AVERAGE MEALS DELIVERED PER DAY IS APPROXIMATELY 400. (5 DAYS A WEEK YEAR ROUND)
320181849	2017-12-08	TO CREATE AND PROMOTE LOW INCOME HOUSING, STARTING WITH THE MOST NEEDY, SUCH AS SENIORS ON SSI, DISABLED, SINGLES, MENTALLY ILL, SINGLE PARENTS, VETERANS, FORMER PRISONERS, FAMILIES, AND PERHAPS EVEN TRANSITIONAL HOUSING FOR THE HOMELESS. SECONDLY, TO USE SUSTAINABLE AND INNOVATIVE PRODUCTS TO CREATE LOWER OVER HEAD FROM UTILITIES AND MORE COST EFFECTIVE HOUSING OR RENOVATIONS.  SOME SELF HELP HOME BUILDING MAY ALSO BE PART OF IT.  SOME RESEARCH AND EDUCATIONAL ASPECTS MAY TIE INTO OUR GOALS AS WELL. WE MAY ALSO NEED TO PUT SOME TIME INTO EDUCATING LOCAL BUILDING DEPARTMENTS OF ALTERNATIVES IN BUILDING AND HEAT AND ELECTRIC CREATION ON SITE OR IN A LOCAL COMMUNITY. IF WE CREATE STORES FOR FUNDING, WE CAN ALSO CREATE SOME JOBS.
237253935	2017-07-21	THE PURPOSES OF THE GJHS MUSIC PARENTS INC. IS TO SPONSOR, ENCOURAGE, PUBLICIZE AND RAISE AND RENDER FINANCIAL SUPPORT TO THE MUSIC/BAND DEPARTMENT OF GRAND JUNCTION HIGH SCHOOL. THEY SERVE OVER 250 STUDENTS ON AN ANNUAL BASIS. THE GJHS STUDENTS ARE PASSIONATE ABOUT BAND AND ANNUALLY QUALIFY FOR STATE COMPETITIONS, REQUIRING THE EXPENSE OF TRAVELING TO THE FRONT RANGE. STUDENTS INVOLVED IN BAND PROGRAMS HAVE LONG PROVEN TO BE EXCELLENT STUDENTS AND CITIZENS. THE MUSIC STUDENTS PERFORM FOR MANY COMMUNITY VENUES.
461364701	2018-05-25	WE BRING FAMILIES TOGETHER WITH THE COMMON GOAL BY PROVIDING AVENUES FOR ENRICHMENT AND SELF-IMPROVEMENT THROUGH FUNDRAISING AND COMMUNITY SERVICE.  WE USE THESE OPPORTUNITIES TO SHARE AND PASS ON THE DIGNITY AND NOBILITY OF A SOUND WORK ETHIC TO THE NEXT GENERATION.
383713213	2018-07-12	LHS FOUNDATION WAS FORMED TO RAISE MONEY FOR LAKEWOOD HIGH SCHOOL'S EDUCATIONAL AND EXTRACURRICULAR ACTIVITIES. LHS STUDENT POPULATION IS APPROXIMATELY 2000 STUDENTS.
841350101	2018-08-21	CSYS,INC. SERVES TO PROVIDE OPPORTUNITY AND FACILITIES FOR THE YOUTH OF THE PIKES PEAK REGION IN SPORT AND RECREATION.  THE EL POMAR YOUTH SPORTS PARK, THE 58 ACRE ALL-YOUTH SPORT FACILITY CONSTRUCTED AND OPERATED BY CSYS, INC, SERVED OVER 100,000 YOUTH LAST YEAR.  THE FACILITY OFFERS 9 BASEBALL FIELDS, 9 SOCCER FIELDS, PICINIC AREA, PLAY GROUND, AND IN-LINE HOCKEY RINK.
208248709	2017-11-17	TO ACT AS AN UMBRELLA ORGANIZATION TO FACILITATE AND OVERSEE NEW ORGANIZATIONS HAVING A HEART AND PASSION TO MEET NEEDS OF PEOPLE UNTIL THEY CAN ESTABLISH THEMSELVES AS THRIVING INDEPENDENT  ORGANIZATIONS. NUMBER OF CLIENTS SERVED: APPROX. 2,000. ACHIEVEMENTS.  BACKPACKS FOR NUMEROUS CHILDREN BEING MOVED FROM THEIR HOMES.  FATHERING SKILLS FOR MEN COMING OUT OF PRISON.  MENTORING AND FREE DIAPERS & ITEMS FOR ABUSED WOMEN AND THEIR CHILDREN. VISITING THE ELDERLY. PROVIDE MONIES FOR ADOPTION
841547110	2018-03-09	THE MUSIC BOOSTERS PROVIDE FINANCIAL AND MATERIAL ASSISTANCE TO THE RALSTON VALLEY HIGH SCHOOL MUSIC PROGRAMS AND THE STUDENTS.  IN ADDITION, THE BOOSTERS CREATE A POSITIVE UNITY AMONGST SCHOOL ADMINISTRATORS, EDUCATORS, PARENTS AND STUDENTS ACTIVELY INVOLVED IN MUSIC EDUCATION.  THE BOOSTERS INCREASE COMMUNITY AWARENESS AND INVOLVEMENT IN MUSIC ACTIVITIES AND EVENTS.
272983459	2018-05-18	BRINGING CHRISTIAN SYMBOLS BACK INTO THE PUBLIC SQUARE.
841498722	2017-05-26	WE PROVIDE COUNSELING SERVICES FOR INDIVIDUALS, COUPLES AND ORGANIZATIONS AND DO PROJECTS THAT PROMOTE INTERNATIONAL GOODWILL.  WE SERVE 75 CLIENTS PER MONTH AND DO AN INTERNATIONAL PROJECT, USUALLY THROUGH SISTER CITIES INTERNATIONAL ABOUT ONCE EVERY 18 MONTHS.
273439087	2018-04-16	UP FOR PUPS IS A HUMANE EDUCATION ORGANIZATION THAT USES CREATIVE INITIATIVES TO SUPPORT LOCAL DOG AND CAT RESCUE ACTIVITIES.
841254913	2018-07-24	TURNING THE WHEEL PRODUCTIONS IS A NATIONAL NON-PROFIT ARTS ORGANIZATION DEDICATED TO MAKING CREATIVE EXPRESSION AND ART ACCESSIBLE TO PEOPLE OF ALL AGES, EXPERIENCES, AND CULTURAL AND SOCIOECONOMIC BACKGROUNDS.  CENTRAL TO OUR MISSION IS THE COLLABORATIVE PRODUCTION OF INTERGENERATIONAL DANCE/THEATER PERFORMANCE THAT IS ROOTED IN AND RESTORATIVE FOR THE COMMUNITIES IN WHICH WE PERFORM AND TEACH.  USING EXTENSIVE OUTREACH PROGRAMS TO YOUTH AND ELDERS,  AND A WORKING MODEL THAT IS BASED ON INCLUSIVENESS, COMMUNITY ENGAGEMENT, AND COLLABORATION,  TURNING THE WHEEL SEEKS:  TO RECONNECT YOUTH AND ELDERS TO THEIR LIVES AND SOCIETY, TO ENCOURAGE A COLLECTIVE ETHIC OF CARING FOR OURSELVES AND EACH OTHER, AND TO BE A CONTRIBUTING FORCE IN FOSTERING HEALTHY, CREATIVE, COMMUNITIES NATIONWIDE.  FOR THE PAST 30 YEARS, TTW HAS TOUCHED THE LIVES OF OVER 100,000 PEOPLE IN 12 CITIES AND 1000 SCHOOLS AND ORGANIZATIONS AROUND THE COUNTRY.
841286894	2017-11-03	IN THE SPIRIT OF ST. VINCENT DEPAUL, THE COLORADO VINCENTIAN VOLUNTEERS INVITES YOUNG ADULTS INTO A PROCESS OF TRANSFORMATION THROUGH COMPANIONSHIP WITH THOSE WHO ARE POOR AND MARGINALIZED.  AS A ROMAN CATHOLIC ORGANIZATION THAT IS COMMITTED TO LIVING THE CHRISTIAN CALL TO SERVE THE POOR, CVV RECRUITS 20 VOLUNTEERS FROM ALL OVER THE UNITED STATES. THEIR COMMITMENT IS FOR ONE YEAR. THE VOLUNTEERS SERVE IN ONE OF OVER 60 LOCAL ORGANIZATIONS WHOSE MISSION IS ALSO RESPONDING TO THE NEEDS OF THE POOR AND MARGINALIZED OF DENVER.  ALONG WITH THAT COMMITMENT THE VOLUNTEERS:  + LIVE INTENTIONAL COMMUNITY DIVIDED INTO TWO COMMUNITY HOMES  + PARTICIPATE IN A PROCESS OF DISCUSSION THAT OFFERS THEM THE OPPORTUNITY TO DO SOME SOCIAL ANALYSIS ON THEIR WORK AND LIFE EXPERIENCE + PRACTICE THEOLOGICAL REFLECTION IN LIGHT OF THE PREFERENTIAL OPTION FOR THE POOR AND THE CATHOLIC SOCIAL TEACHINGS. SPIRITUALITY AND PRAYER IS THE FINAL COMPONENT OF THE CVV PROGRAM. WE OFFER RETREATS, SPIRITUAL DIRECTION, WEEKLY WORSHIP AND OPPORTUNITIES FOR PERSONAL PRAYER. AS VOLUNTEERS WORK IN MANY DIFFERENT AGENCIES WITH VARYING NUMBERS OF CLIENTS, IT IS DIFFICULT TO IDENTIFY EXACT NUMBERS (FOR EXAMPLE, AT LARADON, OUR VOLUNTEER WILL WORK WITH CHILDREN THRU ADULTS WITH DEVELOPMENTAL DISABILITIES AS AN ACTIVITIES COORDINATOR; ST. FRANCIS CENTER SEES UPWARDS OF 700 PERSONS A DAY; AND THE SENIOR SUPPORT SERVICES VOLUNTEER DOES CASE MANAGEMENT FOR UP TO 10 PERSONS EACH DAY). CVV VOLUNTEERS SERVE IN 20 DIFFERENT SITES TO FURTHER THE MISSION OF THESE ORGANIZATIONS AS FULL-TIME WORKERS (40+ HOURS PER WEEK). ONE OF OUR HOPES FOR THESE YOUNG PEOPLE WHO SERVE IS THE DISCOVERY OF THE MUTUAL RELATIONSHIP THAT CAN DEVELOP BETWEEN PEOPLE WHEN WE REALIZE THAT THE POOR HAVE MUCH TO TEACH US. THIS IS NOT MEASURABLE BUT SIGNIFICANT. WE HAVE HAD 334 VOLUNTEERS COMPLETE THE PROGRAM IN THE 23 YEARS THAT CVV HAS REPORTED AS A 501(C)3 COLORADO CHARITABLE/NON-PROFIT. CVV PUBLISHES A NEWSLETTER 3 TIMES EACH YEAR TO 1800 HOMES.
840867014	2018-05-11	ADOPTION OPTIONS IS A NONPROFIT, NONSECTARIAN, LICENSED CHILD PLACEMENT AGENCY, PROVIDING A RANGE OF PROFESSIONAL, ETHICAL SERVICES.  THE GOAL IS TO FACILITATE SERVICES FOR ALL MEMBERS OF THE ADOPTION CIRCLE- ADOPTEES, BIRTHPARENTS AND ADOPTIVE PARENTS, AS WELL AS EXTENDED FAMILY MEMBERS TOUCHED BY ADOPTION.  DECISION-MAKING COUNSELING IS AT THE CORE OF THE COUNSELING PROVIDED TO BIRTHPARENTS FACED WITH AN UNPLANNED PREGNANCY.  COUNSELING AND PLACEMENT SERVICES ARE PROVIDED TO ADOPTIVE PARENTS.  POST ADOPTION COUNSELING IS PRIMARILY PROVIDED TO ADULT ADOPTEES, BUT IS ALSO AVAILABLE FOR ADOPTIVE PARENTS AND BIRTHPARENTS SHOULD THEY REQUIRE IT.  EDUCATION AND SUPPORT IS PROVIDED BEFORE, DURING AND AFTER PLACEMENTS, TO BIRTHPARENTS AND ADOPTIVE PARENTS.  ADOPTION OPTIONS PROVIDES COUNSELING TO OVER 196 BIRTHPARENTS AND TO OVER 150 ADOPTIVE FAMILIES.
711045964	2018-08-08	THE CENTER FOR COMPASSIONATE CONNECTIONS (C3) IS DEDICATED TO THE CREATION OF COMPASSIONATE HOME AND SCHOOL COMMUNITIES BY PROVIDING MULTIPLE EDUCATIONAL AND WELLNESS RESOURCES TO FAMILIES WITHIN THE NEIGHBORHOODS IT SERVES, INCLUDING: PARENT EDUCATION (COMPASSIONATE PARENTING/ COMMUNICATIONS), ADULT EDUCATION (ESL, GED), AND FAMILY DEVELOPMENT.
232594045	2018-08-20	AH HAA IS A NON-PROFIT ART AND EDUCATION CENTER THAT OFFERS A WIDE VARIETY OF PROGRAMS AND INSPIRES INDIVIDUALS OF ALL AGES TO EXPLORE, DEVELOP AND CELEBRATE THEIR CREATIVITY.  OVER 10,000 STUDENTS, VISITORS AND ART ENTHUSIASTS ARE SERVED ANNUALLY. AH HAA PROVIDES INSTRUCTION, EVENTS AND SPACE FOR CREATIVE EXPERIENCES AND EDUCATION. LOCATED IN A HISTORIC TRAIN DEPOT, THE SCHOOL SUPPORTS GROWTH FOR PEOPLE OF ALL AGES AND FROM ALL WALKS OF LIFE.
522456556	2018-01-31	AMERICAN ACADEMY FOUNDATION IS ORGANIZED EXCLUSIVELY (I)TO SUPPORT THE EDUCATIONAL PROGRAM OF AMERICAN ACADEMY, A PUBLIC CHARTER SCHOOL CHARTERED BY DOUGLAS COUNTY SCHOOL DISTRICT, THROUGH GRANT APPLICATIONS AND OTHER FUND-RAISING ACTIVITIES AND (II)FOR THE PURPOSE OF HOLDING TITLE, AS NOMINEE OR OTHERWISE, TO REAL AND/OR PERSONAL PROPERTY FOR, AND TO MAKE SAME AVAILABLE FOR USE BY AMERICAN ACADEMY AND TO OTHERWISE PROVIDE FACILITIES, EQUIPMENT AND OTHER PHYSICAL PLANT AND RELATED SUPPORT TO AMERICAN ACADEMY.
841183439	2018-05-11	THE EXEMPT PURPOSE OF THE AFFORDABLE HOUSING ALLIANCE(AHA)INCLUDES THE CREATION, DESIGN, BUILDING, FINANCING AND DEVELOPMENT OF HIGH QUALITY AFFORDABLE HOUSING FOR LOW AND MODERATE INCOME RESIDENTS OF COLORADO. AHA HAS COMPLETED THREE DEVELOPMENTS WITH A TOTAL OF 32 UNITS. THE ABILITY TO PURCHASE A HOME OF ONE'S OWN ALLOWS FAMILIES WHO LIVE IN THE AREA, WHO WORK IN THE AREA AND CONTRIBUTE TO THE COMMUNITY TO STAY IN THE AREA. WITHOUT THIS OPPORTUNITY MANY FAMILIES WOULD MOVE TO LESS EXPENSIVE AREAS; DEPRIVING THE COMMUNITY OF THEIR SERVICES AND CONTRIBUTIONS, OR REQUIRING LONG COMMUTES WITH THE ASSOCIATED NEGATIVE IMPACTS.
260505368	2018-08-20	THE PURPOSE OF THE SPIRIT OF FLIGHT IS TO INSPIRE AND EDUCATE THE GENERAL PUBLIC ON THE HISTORY AND SIGNIFICANCE OF AVIATION THROUGH PUBLIC DISPLAY OF AVIATION ARTIFACTS, AND BY ORGANIZING AND SUPPORTING AVIATION EVENTS THAT ENABLE AMERICANS TO LEARN MORE ABOUT THEIR HERITAGE THROUGH DIRECT PARTICIPATION.     OUR MISSION    TO ACQUIRE, RESTORE, PRESERVE AND DISPLAY AVIATION HISTORY TO HONOR ALL AMERICAN VETERANS, TO EDUCATE THE GENERAL PUBLIC OF THE SIGNIFICANCE OF AVIATION, AND TO INSPIRE FUTURE GENERATIONS TO BECOME INVOLVED IN AVIATION AND/OR AVIATION HISTORY.    THE MUSEUM SERVES THE FRONT RANGE OF COLORADO AND HAS HAD OVER 10,000 VISITORS SINCE OPENING TO THE GENERAL PUBLIC IN 2007.
823778727	2018-08-29	ORGANIZATION PURPOSE IS 1) TO FUND RESEARCH ON THE FOOT OF THE HORSE AND HUMAN AT COLORADO STATE UNIVERSITY.  2) TO TEACH THE FINDINGS DISCOVERED BY THE RESEARCH TO THE GENERAL PUBLIC, AND EQUINE AND HUMAN PROFESSIONALS IN THE FIELD OF PODIATRY.  3) TO PUBLISH THE FINDINGS OF THE RESEARCH IN LAY AND PROFESSIONAL JOURNALS.    THERE ARE ABOUT 5 MILLION HORSE OWNERS IN THE US THAT WILL BE SERVED BECAUSE THESE FINDINGS WILL DECREASE THE PAIN AND DISEASE AND LOSS OF THE HORSE.  THERE ARE MORE THAN 10 EQUINE VETERINARY PUBLICATIONS AND 3 FOLD LAY PUBLICATIONS.  ACHIEVEMENTS NOT MEASURABLE WILL BE THE INCREASED SERVICE OF THE HORSE     TO THE HUMAN.
